,english_tokens,is_polarize,polarity
6000,sulphur,False,Neu
6001,theoretical,False,Neu
6002,timetables,False,Neu
6003,tongue,False,Neu
6004,varied,False,Neu
6005,ambiguous,False,Neu
6006,believing,False,Neu
6007,despair,True,Neg
6008,emerges,False,Neu
6009,gear,False,Neu
6010,lamassoure,False,Neu
6011,panel,False,Neu
6012,rehn,False,Neu
6013,sided,False,Neu
6014,universally,False,Neu
6015,airbus,False,Neu
6016,barrot,False,Neu
6017,cereals,False,Neu
6018,confusing,True,Neg
6019,dedication,False,Neu
6020,doyle,False,Neu
6021,ignorance,True,Neg
6022,illusion,False,Neu
6023,lively,True,Pos
6024,marriage,False,Neu
6025,medina,False,Neu
6026,satisfactorily,True,Pos
6027,swiss,False,Neu
6028,vacuum,False,Neu
6029,accurately,False,Neu
6030,alas,True,Neg
6031,exploiting,True,Neg
6032,forever,False,Neu
6033,guantánamo,False,Neu
6034,importers,False,Neu
6035,juncture,False,Neu
6036,méndez,False,Neu
6037,reciprocal,False,Neu
6038,ring,False,Neu
6039,separated,False,Neu
6040,yours,False,Neu
6041,amp,False,Neu
6042,cohesive,False,Neu
6043,destructive,True,Neg
6044,g,False,Neu
6045,possession,False,Neu
6046,prompted,False,Neu
6047,publishing,False,Neu
6048,schmidt,False,Neu
6049,sharp,False,Neu
6050,shortages,True,Neg
6051,targeting,False,Neu
6052,undertook,False,Neu
6053,winner,True,Pos
6054,adjusted,False,Neu
6055,assisted,False,Neu
6056,bulk,False,Neu
6057,drinks,False,Neu
6058,executed,False,Neu
6059,filled,False,Neu
6060,formulation,False,Neu
6061,laos,False,Neu
6062,micro,False,Neu
6063,napolitano,False,Neu
6064,principally,False,Neu
6065,substitution,False,Neu
6066,unstable,True,Neg
6067,complies,False,Neu
6068,defenders,True,Pos
6069,endless,False,Neu
6070,exhaustive,True,Neg
6071,km,False,Neu
6072,oblige,False,Neu
6073,pave,False,Neu
6074,takeover,False,Neu
6075,wales,False,Neu
6076,allegedly,False,Neu
6077,allotted,False,Neu
6078,ballot,False,Neu
6079,beer,False,Neu
6080,bloc,False,Neu
6081,differs,False,Neu
6082,dropped,False,Neu
6083,fragmentation,False,Neu
6084,gnp,False,Neu
6085,inefficient,False,Neu
6086,jewish,False,Neu
6087,kazakhstan,False,Neu
6088,metres,False,Neu
6089,norms,False,Neu
6090,redistribution,False,Neu
6091,regain,False,Neu
6092,salafranca,False,Neu
6093,seeds,False,Neu
6094,shed,False,Neu
6095,sl,False,Neu
6096,unaware,True,Neg
6097,waves,False,Neu
6098,yourselves,False,Neu
6099,abbas,False,Neu
6100,balancing,False,Neu
6101,blackmail,False,Neu
6102,cancellation,False,Neu
6103,chernobyl,False,Neu
6104,conferred,False,Neu
6105,exchanging,False,Neu
6106,lord,False,Neu
6107,maltese,False,Neu
6108,pledges,False,Neu
6109,redundant,False,Neu
6110,restraint,False,Neu
6111,subsidiary,False,Neu
6112,u,False,Neu
6113,breaks,False,Neu
6114,impartial,False,Neu
6115,infectious,False,Neu
6116,nutrition,False,Neu
6117,polls,False,Neu
6118,practised,False,Neu
6119,provider,False,Neu
6120,questioning,True,Neg
6121,recipient,False,Neu
6122,remuneration,False,Neu
6123,struggling,True,Neg
6124,unjust,True,Neg
6125,village,False,Neu
6126,arose,False,Neu
6127,bus,False,Neu
6128,closest,False,Neu
6129,entrusted,True,Pos
6130,fora,False,Neu
6131,grain,False,Neu
6132,justifies,False,Neu
6133,ngo,False,Neu
6134,passport,False,Neu
6135,protocols,False,Neu
6136,recipients,False,Neu
6137,reconciling,False,Neu
6138,shipbuilding,False,Neu
6139,slogan,False,Neu
6140,sme,False,Neu
6141,tripartite,False,Neu
6142,vicious,True,Neg
6143,98,False,Neu
6144,assigned,False,Neu
6145,busquin,False,Neu
6146,calculations,False,Neu
6147,characteristic,False,Neu
6148,clients,False,Neu
6149,commodities,False,Neu
6150,egyptian,False,Neu
6151,electrical,False,Neu
6152,endeavouring,False,Neu
6153,file,False,Neu
6154,florenz,False,Neu
6155,foreigners,False,Neu
6156,misunderstandings,False,Neu
6157,outright,False,Neu
6158,progressing,False,Neu
6159,scrapping,False,Neu
6160,slightest,False,Neu
6161,staes,False,Neu
6162,tenth,False,Neu
6163,vigilance,False,Neu
6164,58,False,Neu
6165,aftermath,False,Neu
6166,confuse,True,Neg
6167,criticising,True,Neg
6168,endorsement,True,Pos
6169,enjoying,True,Pos
6170,expulsion,False,Neu
6171,forwarded,False,Neu
6172,habits,False,Neu
6173,jacques,False,Neu
6174,plath,False,Neu
6175,pledged,False,Neu
6176,randzio,False,Neu
6177,suffers,True,Neg
6178,synergy,False,Neu
6179,twin,False,Neu
6180,usefulness,True,Pos
6181,wondering,False,Neu
6182,achievable,True,Pos
6183,anxiety,True,Neg
6184,authorisations,False,Neu
6185,authorising,False,Neu
6186,blatant,False,Neu
6187,destiny,False,Neu
6188,doctrine,False,Neu
6189,enp,False,Neu
6190,germans,False,Neu
6191,household,False,Neu
6192,le,False,Neu
6193,modify,False,Neu
6194,occasionally,False,Neu
6195,operator,False,Neu
6196,plane,False,Neu
6197,pregnant,False,Neu
6198,sexes,False,Neu
6199,transmitted,False,Neu
6200,unavoidable,False,Neu
6201,widening,False,Neu
6202,62,False,Neu
6203,63,False,Neu
6204,accomplished,True,Pos
6205,appearance,False,Neu
6206,broadcast,False,Neu
6207,confirming,False,Neu
6208,crucially,False,Neu
6209,david,False,Neu
6210,designate,False,Neu
6211,embarked,False,Neu
6212,hull,False,Neu
6213,importing,False,Neu
6214,indifferent,True,Neg
6215,insult,True,Neg
6216,interreg,False,Neu
6217,jordan,False,Neu
6218,joy,True,Pos
6219,liberation,False,Neu
6220,maes,False,Neu
6221,noting,False,Neu
6222,ordered,False,Neu
6223,overly,False,Neu
6224,plight,False,Neu
6225,ramos,False,Neu
6226,repatriation,False,Neu
6227,scandals,True,Neg
6228,super,True,Pos
6229,surveys,False,Neu
6230,tends,False,Neu
6231,touches,False,Neu
6232,undergoing,False,Neu
6233,aged,False,Neu
6234,alia,False,Neu
6235,baghdad,False,Neu
6236,elect,False,Neu
6237,endangered,False,Neu
6238,enthusiastic,True,Pos
6239,gibraltar,False,Neu
6240,grey,True,Pos
6241,identities,False,Neu
6242,insistence,False,Neu
6243,intensified,False,Neu
6244,interpretations,False,Neu
6245,inviting,True,Pos
6246,magnificent,True,Pos
6247,monterrey,False,Neu
6248,sierra,False,Neu
6249,summarise,False,Neu
6250,tighten,False,Neu
6251,underestimated,True,Neg
6252,unsustainable,False,Neu
6253,waiver,False,Neu
6254,agendas,False,Neu
6255,associate,False,Neu
6256,clearing,False,Neu
6257,frozen,False,Neu
6258,hatzidakis,False,Neu
6259,influx,False,Neu
6260,misgivings,False,Neu
6261,motivation,True,Pos
6262,n,False,Neu
6263,nobel,False,Neu
6264,originating,False,Neu
6265,outbreaks,False,Neu
6266,retaining,False,Neu
6267,saturday,False,Neu
6268,valencia,False,Neu
6269,54,False,Neu
6270,belder,False,Neu
6271,celebrating,True,Pos
6272,chiefly,False,Neu
6273,compliment,True,Pos
6274,conducive,False,Neu
6275,contradict,True,Neg
6276,curtain,False,Neu
6277,hostile,True,Neg
6278,militarisation,False,Neu
6279,municipal,False,Neu
6280,ratifying,False,Neu
6281,resolute,True,Pos
6282,spell,False,Neu
6283,suffice,False,Neu
6284,verhofstadt,False,Neu
6285,volunteers,False,Neu
6286,concentrations,False,Neu
6287,coup,False,Neu
6288,cow,False,Neu
6289,differentiated,False,Neu
6290,dilemma,True,Neg
6291,doubled,False,Neu
6292,embrace,True,Pos
6293,feared,True,Neg
6294,horse,False,Neu
6295,intensity,False,Neu
6296,lending,False,Neu
6297,levelled,False,Neu
6298,likelihood,False,Neu
6299,motives,False,Neu
6300,penalise,False,Neu
6301,pigs,False,Neu
6302,premises,False,Neu
6303,proximity,False,Neu
6304,pupils,False,Neu
6305,purvis,False,Neu
6306,richer,True,Pos
6307,seconds,False,Neu
6308,socrates,False,Neu
6309,specifications,False,Neu
6310,winning,True,Pos
6311,belgrade,False,Neu
6312,bio,False,Neu
6313,boosting,True,Pos
6314,coincide,False,Neu
6315,corner,False,Neu
6316,coupled,False,Neu
6317,curb,False,Neu
6318,denial,False,Neu
6319,dreams,True,Pos
6320,exporters,False,Neu
6321,icao,False,Neu
6322,indifference,True,Neg
6323,mini,False,Neu
6324,murders,True,Neg
6325,occurrence,False,Neu
6326,oomen,False,Neu
6327,pertinent,False,Neu
6328,preceded,False,Neu
6329,proclaimed,False,Neu
6330,reinforcement,False,Neu
6331,reluctant,True,Neg
6332,saharan,False,Neu
6333,skill,False,Neu
6334,specialists,False,Neu
6335,standardised,False,Neu
6336,tactics,False,Neu
6337,2.5,False,Neu
6338,computers,False,Neu
6339,deteriorating,False,Neu
6340,encounter,False,Neu
6341,evaluations,False,Neu
6342,ignores,True,Neg
6343,interpreters,False,Neu
6344,predict,False,Neu
6345,rectify,False,Neu
6346,richest,True,Pos
6347,scoreboard,False,Neu
6348,supplemented,False,Neu
6349,timeframe,False,Neu
6350,unduly,False,Neu
6351,assert,False,Neu
6352,clash,False,Neu
6353,emotional,True,Pos
6354,enlargements,False,Neu
6355,epas,False,Neu
6356,fulfilment,False,Neu
6357,generosity,True,Pos
6358,katiforis,False,Neu
6359,killings,True,Neg
6360,mode,False,Neu
6361,modifications,False,Neu
6362,phthalates,False,Neu
6363,pregnancy,False,Neu
6364,publicity,False,Neu
6365,sacrificed,False,Neu
6366,seminar,False,Neu
6367,supplying,False,Neu
6368,teach,False,Neu
6369,tony,False,Neu
6370,tougher,True,Pos
6371,turmes,False,Neu
6372,beneficiary,True,Pos
6373,climatic,False,Neu
6374,command,False,Neu
6375,complementarity,False,Neu
6376,composed,False,Neu
6377,deplorable,False,Neu
6378,develops,False,Neu
6379,enemies,True,Neg
6380,forgive,True,Pos
6381,illustration,False,Neu
6382,irreversible,True,Neg
6383,journeys,False,Neu
6384,lowering,True,Neg
6385,maternity,False,Neu
6386,motorways,False,Neu
6387,prevailed,False,Neu
6388,render,False,Neu
6389,reopen,False,Neu
6390,standpoint,False,Neu
6391,varying,False,Neu
6392,violates,True,Neg
6393,acquisition,False,Neu
6394,amounting,False,Neu
6395,apos;estaing,False,Neu
6396,bird,False,Neu
6397,bloody,True,Neg
6398,casaca,False,Neu
6399,challenged,True,Neg
6400,describing,False,Neu
6401,dictate,False,Neu
6402,distances,False,Neu
6403,eating,False,Neu
6404,ecosystem,False,Neu
6405,enlarge,False,Neu
6406,exerted,False,Neu
6407,homophobia,False,Neu
6408,infection,False,Neu
6409,mauritania,False,Neu
6410,parental,False,Neu
6411,portfolio,False,Neu
6412,progressively,False,Neu
6413,returns,False,Neu
6414,whoever,False,Neu
6415,altered,False,Neu
6416,daul,False,Neu
6417,emergencies,False,Neu
6418,jeopardising,False,Neu
6419,leone,False,Neu
6420,m,False,Neu
6421,matches,False,Neu
6422,mature,True,Pos
6423,neoliberal,False,Neu
6424,ortega,False,Neu
6425,preventative,False,Neu
6426,spiral,False,Neu
6427,tunisian,False,Neu
6428,wynn,False,Neu
6429,ball,False,Neu
6430,beg,False,Neu
6431,benchmarks,False,Neu
6432,cadmium,False,Neu
6433,conform,False,Neu
6434,customer,False,Neu
6435,degrees,False,Neu
6436,disposed,False,Neu
6437,disregarded,True,Neg
6438,equip,False,Neu
6439,esdp,False,Neu
6440,flawed,False,Neu
6441,fundamentalist,False,Neu
6442,hans,False,Neu
6443,hesitation,True,Neg
6444,horror,True,Neg
6445,inhumane,False,Neu
6446,interior,False,Neu
6447,monnet,False,Neu
6448,nicholson,False,Neu
6449,nitrates,False,Neu
6450,opting,False,Neu
6451,premise,False,Neu
6452,rating,False,Neu
6453,recommending,False,Neu
6454,rübig,False,Neu
6455,sanction,False,Neu
6456,scientifically,False,Neu
6457,traders,False,Neu
6458,wurtz,False,Neu
6459,57,False,Neu
6460,ambiguity,False,Neu
6461,ashamed,True,Neg
6462,burning,False,Neu
6463,eligibility,False,Neu
6464,empire,False,Neu
6465,harmonious,True,Pos
6466,homosexuals,False,Neu
6467,overnight,False,Neu
6468,paul,False,Neu
6469,steady,False,Neu
6470,stories,False,Neu
6471,tantamount,False,Neu
6472,thailand,False,Neu
6473,tiny,False,Neu
6474,bitter,True,Neg
6475,borrell,False,Neu
6476,calendar,False,Neu
6477,construct,False,Neu
6478,correction,False,Neu
6479,deprive,True,Neg
6480,envisages,False,Neu
6481,fronts,False,Neu
6482,george,False,Neu
6483,hostages,False,Neu
6484,howitt,False,Neu
6485,iraqis,False,Neu
6486,mad,True,Neg
6487,mitchell,False,Neu
6488,organization,False,Neu
6489,outdated,False,Neu
6490,output,False,Neu
6491,prevails,False,Neu
6492,quaestors,False,Neu
6493,reactors,False,Neu
6494,reservation,False,Neu
6495,ruijten,False,Neu
6496,tannock,False,Neu
6497,transparently,False,Neu
6498,unfounded,False,Neu
6499,blockade,False,Neu
6500,butter,False,Neu
6501,catalogue,False,Neu
6502,consultative,False,Neu
6503,designation,False,Neu
6504,exacerbated,False,Neu
6505,format,False,Neu
6506,grassroots,False,Neu
6507,ict,False,Neu
6508,incidence,False,Neu
6509,indignation,True,Neg
6510,inhuman,False,Neu
6511,inquiries,False,Neu
6512,insight,False,Neu
6513,lynne,False,Neu
6514,mafia,False,Neu
6515,manipulation,True,Neg
6516,passes,False,Neu
6517,percent,False,Neu
6518,sacconi,False,Neu
6519,schüssel,False,Neu
6520,stuck,True,Neg
6521,sun,False,Neu
6522,supporter,True,Pos
6523,tightening,False,Neu
6524,103,False,Neu
6525,bombing,False,Neu
6526,bone,False,Neu
6527,broaden,False,Neu
6528,channelled,False,Neu
6529,eurobarometer,False,Neu
6530,gargani,False,Neu
6531,headway,False,Neu
6532,hezbollah,False,Neu
6533,inclined,False,Neu
6534,interfering,False,Neu
6535,japanese,False,Neu
6536,mr.,False,Neu
6537,observance,False,Neu
6538,peter,False,Neu
6539,phased,False,Neu
6540,pirker,False,Neu
6541,practise,False,Neu
6542,successor,True,Pos
6543,tortured,True,Neg
6544,undeniable,False,Neu
6545,waterways,False,Neu
6546,arranged,False,Neu
6547,civic,False,Neu
6548,dismantle,False,Neu
6549,incomplete,False,Neu
6550,lahti,False,Neu
6551,letting,False,Neu
6552,reimbursement,False,Neu
6553,rossa,False,Neu
6554,sheet,False,Neu
6555,speedily,False,Neu
6556,suppression,False,Neu
6557,transformed,False,Neu
6558,travelled,False,Neu
6559,undeclared,False,Neu
6560,voluntarily,False,Neu
6561,absorption,False,Neu
6562,almunia,False,Neu
6563,appearing,False,Neu
6564,changeover,False,Neu
6565,cinema,False,Neu
6566,coelho,False,Neu
6567,critics,True,Neg
6568,exceeds,False,Neu
6569,gladly,True,Pos
6570,landing,False,Neu
6571,langen,False,Neu
6572,lifestyle,False,Neu
6573,presently,False,Neu
6574,ranks,False,Neu
6575,registers,False,Neu
6576,rigorously,True,Neg
6577,rises,False,Neu
6578,smokers,False,Neu
6579,trap,True,Neg
6580,utilisation,False,Neu
6581,20th,False,Neu
6582,450,False,Neu
6583,abbreviated,False,Neu
6584,attacking,True,Neg
6585,attendance,False,Neu
6586,craft,False,Neu
6587,davies,False,Neu
6588,decree,False,Neu
6589,formerly,False,Neu
6590,forums,False,Neu
6591,gebhardt,False,Neu
6592,irrelevant,False,Neu
6593,markov,False,Neu
6594,missile,False,Neu
6595,offset,False,Neu
6596,rebate,False,Neu
6597,rethink,False,Neu
6598,sjöstedt,False,Neu
6599,starch,False,Neu
6600,unlimited,False,Neu
6601,administered,False,Neu
6602,affirm,False,Neu
6603,axis,False,Neu
6604,belarusian,False,Neu
6605,benchmark,False,Neu
6606,biometric,False,Neu
6607,broadband,False,Neu
6608,cancel,True,Neg
6609,cynical,True,Neg
6610,documented,False,Neu
6611,enrichment,False,Neu
6612,gbp,False,Neu
6613,golden,False,Neu
6614,gröner,False,Neu
6615,horrendous,True,Neg
6616,introductory,False,Neu
6617,lulling,False,Neu
6618,miguélez,False,Neu
6619,noble,True,Pos
6620,orden,False,Neu
6621,qualities,False,Neu
6622,thereof,False,Neu
6623,unwanted,True,Neg
6624,upset,True,Neg
6625,0.7,False,Neu
6626,advisable,False,Neu
6627,assassination,True,Neg
6628,comprising,False,Neu
6629,elles,False,Neu
6630,explosive,False,Neu
6631,famine,False,Neu
6632,fantastic,True,Pos
6633,hugely,False,Neu
6634,interview,False,Neu
6635,laudable,False,Neu
6636,liberalism,False,Neu
6637,livelihoods,True,Pos
6638,mckenna,False,Neu
6639,moderation,False,Neu
6640,native,False,Neu
6641,nets,False,Neu
6642,occupy,False,Neu
6643,optimum,False,Neu
6644,panic,True,Neg
6645,pleasant,True,Pos
6646,reluctance,True,Neg
6647,sacrifices,False,Neu
6648,statutory,False,Neu
6649,tacis,False,Neu
6650,tendencies,False,Neu
6651,xenophobic,False,Neu
6652,66,False,Neu
6653,apos;ivoire,False,Neu
6654,arrange,False,Neu
6655,commissioned,False,Neu
6656,consisting,False,Neu
6657,criminality,False,Neu
6658,customary,False,Neu
6659,declaring,False,Neu
6660,deploy,False,Neu
6661,diet,False,Neu
6662,directions,False,Neu
6663,earned,False,Neu
6664,ecsc,False,Neu
6665,facilitated,False,Neu
6666,hierarchy,False,Neu
6667,hopeful,True,Pos
6668,origins,False,Neu
6669,rebels,True,Neg
6670,roaming,False,Neu
6671,sand,False,Neu
6672,season,False,Neu
6673,surpluses,False,Neu
6674,trees,False,Neu
6675,varela,False,Neu
6676,answering,False,Neu
6677,cappato,False,Neu
6678,cogeneration,False,Neu
6679,devastated,True,Neg
6680,dry,False,Neu
6681,en,False,Neu
6682,existent,False,Neu
6683,forecast,False,Neu
6684,imagination,False,Neu
6685,imo,False,Neu
6686,impressed,True,Pos
6687,inflicted,False,Neu
6688,overhaul,False,Neu
6689,passage,False,Neu
6690,pockets,False,Neu
6691,rush,False,Neu
6692,sterling,False,Neu
6693,sánchez,False,Neu
6694,vain,True,Neg
6695,aspire,False,Neu
6696,bourlanges,False,Neu
6697,deepen,False,Neu
6698,disruption,True,Neg
6699,epp,False,Neu
6700,erosion,False,Neu
6701,eurocontrol,False,Neu
6702,explosion,False,Neu
6703,favourably,False,Neu
6704,gambling,False,Neu
6705,georgian,False,Neu
6706,impasse,False,Neu
6707,massacre,False,Neu
6708,monthly,False,Neu
6709,paradox,True,Neg
6710,philippines,False,Neu
6711,proceeds,False,Neu
6712,qualification,False,Neu
6713,qualify,False,Neu
6714,seized,False,Neu
6715,signatories,False,Neu
6716,suppose,False,Neu
6717,tighter,False,Neu
6718,tissues,False,Neu
6719,violating,True,Neg
6720,wisely,True,Pos
6721,antibiotics,False,Neu
6722,burg,False,Neu
6723,campaigning,False,Neu
6724,censure,False,Neu
6725,distorting,True,Neg
6726,factual,False,Neu
6727,levy,False,Neu
6728,martínez,False,Neu
6729,patenting,False,Neu
6730,remedies,False,Neu
6731,revenues,False,Neu
6732,seattle,False,Neu
6733,stream,False,Neu
6734,trakatellis,False,Neu
6735,undergone,False,Neu
6736,vaccine,False,Neu
6737,vojvodina,False,Neu
6738,walls,False,Neu
6739,catering,False,Neu
6740,denominator,False,Neu
6741,eventual,False,Neu
6742,heed,False,Neu
6743,miles,False,Neu
6744,opium,False,Neu
6745,outlines,False,Neu
6746,preferably,False,Neu
6747,r,False,Neu
6748,volumes,False,Neu
6749,destined,False,Neu
6750,detected,False,Neu
6751,galeote,False,Neu
6752,genital,False,Neu
6753,gratifying,True,Pos
6754,groupings,False,Neu
6755,interpreting,False,Neu
6756,marco,False,Neu
6757,nationalist,False,Neu
6758,polluted,True,Neg
6759,presumably,False,Neu
6760,quicker,False,Neu
6761,sixty,False,Neu
6762,stoning,False,Neu
6763,synthetic,False,Neu
6764,treatments,False,Neu
6765,undergo,False,Neu
6766,worded,False,Neu
6767,awarding,True,Pos
6768,basin,False,Neu
6769,bridges,False,Neu
6770,consuming,False,Neu
6771,crude,True,Neg
6772,currencies,False,Neu
6773,delegates,False,Neu
6774,dictators,False,Neu
6775,distress,True,Neg
6776,dossiers,False,Neu
6777,eurlings,False,Neu
6778,expectancy,False,Neu
6779,freezing,True,Neg
6780,hamper,False,Neu
6781,identifies,False,Neu
6782,indonesian,False,Neu
6783,jews,False,Neu
6784,lagendijk,False,Neu
6785,locations,False,Neu
6786,maccormick,False,Neu
6787,predictable,False,Neu
6788,select,False,Neu
6789,seppänen,False,Neu
6790,soul,False,Neu
6791,stabilising,False,Neu
6792,valued,True,Pos
6793,waged,False,Neu
6794,0.5,False,Neu
6795,additionality,False,Neu
6796,albanians,False,Neu
6797,alpine,False,Neu
6798,astonishing,False,Neu
6799,avail,False,Neu
6800,berès,False,Neu
6801,champion,True,Pos
6802,coin,False,Neu
6803,couples,False,Neu
6804,curious,True,Pos
6805,detection,False,Neu
6806,endanger,False,Neu
6807,entrepreneurial,False,Neu
6808,legitimately,False,Neu
6809,logistical,False,Neu
6810,nurses,False,Neu
6811,platforms,False,Neu
6812,radwan,False,Neu
6813,rocard,False,Neu
6814,schmitt,False,Neu
6815,schroedter,False,Neu
6816,singapore,False,Neu
6817,stagnation,False,Neu
6818,tanks,False,Neu
6819,110,False,Neu
6820,350,False,Neu
6821,alps,False,Neu
6822,attracted,True,Pos
6823,bounds,False,Neu
6824,consumed,False,Neu
6825,corps,False,Neu
6826,establishments,False,Neu
6827,generates,False,Neu
6828,ideally,True,Pos
6829,javier,False,Neu
6830,kenya,False,Neu
6831,norm,False,Neu
6832,overriding,False,Neu
6833,postponing,True,Neg
6834,realising,False,Neu
6835,shopping,False,Neu
6836,stems,False,Neu
6837,taste,False,Neu
6838,uncertainties,True,Neg
6839,unexpected,False,Neu
6840,unsafe,False,Neu
6841,useless,True,Neg
6842,accompany,False,Neu
6843,anna,False,Neu
6844,baby,False,Neu
6845,bargaining,False,Neu
6846,catalyst,False,Neu
6847,conceived,False,Neu
6848,concession,False,Neu
6849,degradation,True,Neg
6850,doubtless,True,Pos
6851,fitting,False,Neu
6852,flagrant,False,Neu
6853,intra,False,Neu
6854,journal,False,Neu
6855,landmines,False,Neu
6856,maximise,False,Neu
6857,mobilised,False,Neu
6858,nuts,True,Neg
6859,objects,False,Neu
6860,pretend,True,Neg
6861,rolling,False,Neu
6862,stored,False,Neu
6863,strain,True,Neg
6864,tanker,False,Neu
6865,temperature,False,Neu
6866,token,False,Neu
6867,adherence,False,Neu
6868,benchmarking,False,Neu
6869,burundi,False,Neu
6870,cabotage,False,Neu
6871,contributors,False,Neu
6872,handing,False,Neu
6873,intervening,False,Neu
6874,routine,False,Neu
6875,seafarers,False,Neu
6876,sharia,False,Neu
6877,stubb,False,Neu
6878,superstate,False,Neu
6879,supplier,False,Neu
6880,symbols,False,Neu
6881,turnout,False,Neu
6882,warmest,True,Pos
6883,automobile,False,Neu
6884,awaited,True,Neg
6885,cites,False,Neu
6886,corridors,False,Neu
6887,discards,True,Neg
6888,fascism,False,Neu
6889,forcefully,False,Neu
6890,freeze,True,Pos
6891,fulfils,False,Neu
6892,globe,False,Neu
6893,grossetête,False,Neu
6894,illiteracy,True,Neg
6895,loan,False,Neu
6896,lorry,False,Neu
6897,passion,True,Pos
6898,patterns,False,Neu
6899,powerless,True,Neg
6900,predicted,False,Neu
6901,revolutionary,False,Neu
6902,scenarios,False,Neu
6903,turnover,False,Neu
6904,unesco,False,Neu
6905,77,False,Neu
6906,catching,False,Neu
6907,cleaning,False,Neu
6908,dissidents,False,Neu
6909,dozen,False,Neu
6910,exhausted,True,Neg
6911,fruits,False,Neu
6912,heated,False,Neu
6913,hughes,False,Neu
6914,mentality,False,Neu
6915,montreal,False,Neu
6916,morgantini,False,Neu
6917,perceive,False,Neu
6918,perry,False,Neu
6919,prohibiting,False,Neu
6920,raft,False,Neu
6921,sentiments,False,Neu
6922,sophisticated,True,Pos
6923,transporting,False,Neu
6924,travellers,False,Neu
6925,ultra,False,Neu
6926,unthinkable,False,Neu
6927,whitehead,False,Neu
6928,witnesses,False,Neu
6929,advantageous,True,Pos
6930,bonde,False,Neu
6931,cocoa,False,Neu
6932,crystal,False,Neu
6933,defensive,True,Pos
6934,dirty,True,Neg
6935,eurodac,False,Neu
6936,euromed,False,Neu
6937,footwear,False,Neu
6938,gangs,False,Neu
6939,interparliamentary,False,Neu
6940,master,False,Neu
6941,meaningless,True,Neg
6942,mobilising,False,Neu
6943,outrageous,True,Neg
6944,phases,False,Neu
6945,rejoice,True,Pos
6946,reward,True,Pos
6947,rounds,False,Neu
6948,sellafield,False,Neu
6949,staffing,False,Neu
6950,stevenson,False,Neu
6951,tonne,False,Neu
6952,trichet,False,Neu
6953,tropical,False,Neu
6954,acknowledgement,False,Neu
6955,annexes,False,Neu
6956,approximation,False,Neu
6957,astonished,True,Pos
6958,backward,False,Neu
6959,contentious,True,Neg
6960,don,False,Neu
6961,doubtful,True,Neg
6962,ears,False,Neu
6963,eures,False,Neu
6964,expiry,False,Neu
6965,flame,False,Neu
6966,minerals,False,Neu
6967,nigerian,False,Neu
6968,observatory,False,Neu
6969,owner,False,Neu
6970,rothley,False,Neu
6971,shifting,False,Neu
6972,shoes,False,Neu
6973,tempted,False,Neu
6974,titley,False,Neu
6975,unhappy,True,Neg
6976,vulnerability,True,Neg
6977,walk,False,Neu
6978,68,False,Neu
6979,africans,False,Neu
6980,discharges,False,Neu
6981,disclosure,False,Neu
6982,eradicating,False,Neu
6983,exerting,False,Neu
6984,hiding,True,Neg
6985,homework,False,Neu
6986,incorporates,False,Neu
6987,ira,False,Neu
6988,maij,False,Neu
6989,mccarthy,False,Neu
6990,omission,False,Neu
6991,permissible,False,Neu
6992,pictures,False,Neu
6993,preamble,False,Neu
6994,sorted,False,Neu
6995,underpinning,False,Neu
6996,weggen,False,Neu
6997,78,False,Neu
6998,allocations,False,Neu
6999,broke,True,Neg
7000,certificate,False,Neu
7001,comfort,True,Pos
7002,consequent,False,Neu
7003,constructed,False,Neu
7004,cows,False,Neu
7005,dignified,True,Pos
7006,giant,False,Neu
7007,holy,False,Neu
7008,implants,False,Neu
7009,paasilinna,False,Neu
7010,schröder,False,Neu
7011,shops,False,Neu
7012,stops,True,Neg
7013,velzen,False,Neu
7014,volunteering,False,Neu
7015,yearly,False,Neu
7016,67,False,Neu
7017,breathe,False,Neu
7018,chronic,False,Neu
7019,cosmetic,False,Neu
7020,deprez,False,Neu
7021,dismissed,False,Neu
7022,figueiredo,False,Neu
7023,happily,True,Pos
7024,horrific,True,Neg
7025,intensively,False,Neu
7026,kabul,False,Neu
7027,lying,True,Neg
7028,matched,False,Neu
7029,spinelli,False,Neu
7030,superpower,False,Neu
7031,transposing,False,Neu
7032,bordering,False,Neu
7033,bottlenecks,False,Neu
7034,crews,False,Neu
7035,critically,False,Neu
7036,databases,False,Neu
7037,decreased,False,Neu
7038,decreasing,False,Neu
7039,dell,False,Neu
7040,domination,True,Neg
7041,duisenberg,False,Neu
7042,exceeding,False,Neu
7043,fascist,True,Neg
7044,files,False,Neu
7045,haug,False,Neu
7046,invaluable,False,Neu
7047,isolate,True,Neg
7048,jeopardised,False,Neu
7049,lapses,False,Neu
7050,listing,False,Neu
7051,maghreb,False,Neu
7052,nassauer,False,Neu
7053,pertaining,False,Neu
7054,presupposes,False,Neu
7055,salmon,False,Neu
7056,shores,False,Neu
7057,stipulate,False,Neu
7058,trip,False,Neu
7059,underpinned,False,Neu
7060,warrants,False,Neu
7061,workings,False,Neu
7062,175,False,Neu
7063,5.30,False,Neu
7064,82,False,Neu
7065,accounted,False,Neu
7066,adversely,True,Neg
7067,algerian,False,Neu
7068,artificially,False,Neu
7069,cabinet,False,Neu
7070,deaf,False,Neu
7071,dealers,False,Neu
7072,declining,False,Neu
7073,diplomats,False,Neu
7074,doubling,False,Neu
7075,grip,False,Neu
