,german_tokens,translated_english_tokens,is_polarize,polarity
2782,investitionen,investment,False,Neu
2783,irgendeinem,Any,False,Neu
2784,irgendwo,somewhere,False,Neu
2785,islam,islam,False,Neu
2786,israels,israels,False,Neu
2787,its,its,False,Neu
2788,ive,ive,False,Neu
2789,jahreszeiten,seasons,False,Neu
2790,japanische,Japanese,False,Neu
2791,jeep,jeep,False,Neu
2792,jeffery,jeffery,False,Neu
2793,jegliche,any,False,Neu
2794,jemandem,someone,False,Neu
2795,jenkins,jenkins,False,Neu
2796,jennifer,jennifer,False,Neu
2797,jeremy,jeremy,False,Neu
2798,jerky,jerky,False,Neu
2799,jesse,jesse,False,Neu
2800,jessica,Jessica,False,Neu
2801,jimmy,jimmy,False,Neu
2802,johnson,Johnson,False,Neu
2803,join,join join,True,Pos
2804,joj,joj,False,Neu
2805,jp,jp,True,Pos
2806,jubel,jubilant,False,Neu
2807,juliana,juliana,False,Neu
2808,jumperoo,jumperoo,False,Neu
2809,jüngere,Younger,False,Neu
2810,jüngeren,Younger,False,Neu
2811,k,k,False,Neu
2812,kameras,Cameras,False,Neu
2813,kannst,you can:,False,Neu
2814,karen,karen,False,Neu
2815,kennt,Knowing,False,Neu
2816,kernel,kernel,False,Neu
2817,kinda,kinda,False,Neu
2818,kinderbuch,kinderbuch,False,Neu
2819,kingston,kingston,False,Neu
2820,kirk,kirk,False,Neu
2821,klang,klang,False,Neu
2822,klares,klares,False,Neu
2823,klassik,Classical,False,Neu
2824,klavier,piano,False,Neu
2825,kleidung,Clothing,False,Neu
2826,kleinkinder,Little children,False,Neu
2827,klingende,klingende,False,Neu
2828,knackig,crisp,False,Neu
2829,know,know,False,Neu
2830,knowles,knowles,False,Neu
2831,kombiniert,combined,False,Neu
2832,komfort,Comfort,False,Neu
2833,komiker,komiker,False,Neu
2834,komische,funny,False,Neu
2835,komischen,funny,False,Neu
2836,kompass,compass,False,Neu
2837,kompatibel,Compatible,False,Neu
2838,komplett,Complete,False,Neu
2839,komplette,Complete,False,Neu
2840,komplexen,complex issues,False,Neu
2841,komplexität,complexity,False,Neu
2842,komplikationen,Complications,False,Neu
2843,komplimente,Compliments,False,Neu
2844,kompliziert,complicated,False,Neu
2845,kompositionen,compositions,False,Neu
2846,kong,kong,False,Neu
2847,kontrollen,Controls,False,Neu
2848,konversationsstück,Conversation piece,False,Neu
2849,konzept,Concept,False,Neu
2850,korn,korn,False,Neu
2851,kostet,costs,False,Neu
2852,kostümdesign,costume design,False,Neu
2853,kraftvolle,powerful,False,Neu
2854,kramer,kramer,False,Neu
2855,krank,krank,False,Neu
2856,kreativität,Creativity,False,Neu
2857,kreieren,create,False,Neu
2858,krippe,crib,False,Neu
2859,kristallklare,Crystal clear,False,Neu
2860,kriya,kriya,False,Neu
2861,kubrick,kubrick,False,Neu
2862,kudos,kudos,True,Pos
2863,kugel,sphere,False,Neu
2864,kurzen,short,False,Neu
2865,kurzfilme,Short films,False,Neu
2866,kurzhaarigen,shorthaired,False,Neu
2867,kylie,Kylie,False,Neu
2868,köpfe,kÃ¶pfe,False,Neu
2869,köstlich,Delicious,False,Neu
2870,köstlichen,kÃ¶stlichen,False,Neu
2871,kühl,kÃ¼hl,False,Neu
2872,kümmern,kÃ¼mmern,False,Neu
2873,kümmert,kÃ¼mmert,False,Neu
2874,kürzlich,recently,False,Neu
2875,lack,lack,True,Neg
2876,laden,laden,False,Neu
2877,ladies,ladies,False,Neu
2878,ladung,charge,False,Neu
2879,lady,lady,False,Neu
2880,lagerung,Storage,False,Neu
2881,langem,long,False,Neu
2882,langweilig,boring,False,Neu
2883,laptop,laptop,False,Neu
2884,lara,lara,False,Neu
2885,las,las,False,Neu
2886,last,last,False,Neu
2887,laufenden,Current,False,Neu
2888,layout,layout,False,Neu
2889,lcd-monitor,lcd monitor,False,Neu
2890,leads,leads,False,Neu
2891,leappad,leappad,False,Neu
2892,lebensretter,Lifesaver,False,Neu
2893,lebt,lives,False,Neu
2894,lehren,Teaching,False,Neu
2895,lehrer,faculty,False,Neu
2896,leichten,leichten,False,Neu
2897,leichtes,leichtes,False,Neu
2898,leidenschaftlicher,passionate,False,Neu
2899,leif,leif,False,Neu
2900,leistungen,services,False,Neu
2901,lektion,lesson,False,Neu
2902,lens,lens,False,Neu
2903,lese-,read-,False,Neu
2904,lesern,Reading,False,Neu
2905,letzter,last,False,Neu
2906,lichter,lichter,False,Neu
2907,liebevolles,loving,False,Neu
2908,lieblingsduft,sweet scent,False,Neu
2909,lieblingsromane,favourite novels,False,Neu
2910,lieblingsspielzeug,toys of the day,False,Neu
2911,lieblingssport,favourite sports,False,Neu
2912,liebst,liebst,False,Neu
2913,ließ,lieÃ,False,Neu
2914,liga,liga,False,Neu
2915,linie,Line,False,Neu
2916,linken,left,False,Neu
2917,listen,listen,False,Neu
2918,live-aufnahme,Live recording,False,Neu
2919,loben,loben,False,Neu
2920,located,located,False,Neu
2921,location,location,False,Neu
2922,lokalen,local,False,Neu
2923,lorrie,lorrie,False,Neu
2924,lose,loose,True,Neg
2925,louvin,louvin,False,Neu
2926,lover,lover,True,Pos
2927,lovin,lovin,False,Neu
2928,ltj,ltj,False,Neu
2929,lucky,lucky,True,Pos
2930,luscious,luscious,False,Neu
2931,ländlichen,Rural,False,Neu
2932,lärm,Noise,False,Neu
2933,lässt,leaves,False,Neu
2934,läuft,lÃ¤uft,False,Neu
2935,löcher,lÃ¶cher,False,Neu
2936,macgyver,macgyver,False,Neu
2937,machten,machten,False,Neu
2938,magst,magst,False,Neu
2939,main,main,False,Neu
2940,make,make,False,Neu
2941,making,making,False,Neu
2942,mandoline,mandolin,False,Neu
2943,manhattan,manhattan,False,Neu
2944,mark,mark,False,Neu
2945,marshal,marshal,False,Neu
2946,mason,mason,False,Neu
2947,materie,Matter,False,Neu
2948,math,math,False,Neu
2949,mathematik,mathematics,False,Neu
2950,mathers,mathers,False,Neu
2951,mcr,mcr,False,Neu
2952,meditation,meditation,False,Neu
2953,medizin,medicine,False,Neu
2954,mellow,mellow,False,Neu
2955,mensch,human,False,Neu
2956,menschlichen,Human,False,Neu
2957,messerblock,messerblock,False,Neu
2958,mickey,mickey,False,Neu
2959,mikrofon,Microphone,False,Neu
2960,milch,milk,False,Neu
2961,mimi,mimi,False,Neu
2962,mineralien,minerals,False,Neu
2963,minivan,minivan,False,Neu
2964,mitarbeiter,employees,False,Neu
2965,mitternacht,Midnight,False,Neu
2966,mittleren,Middle,False,Neu
2967,mixe,mixe,False,Neu
2968,mode,Fashion,False,Neu
2969,modellbauer,modelling,False,Neu
2970,moderner,Modern,False,Neu
2971,modeschmuck,Fashion jewellery,False,Neu
2972,monatsalter,age of month,False,Neu
2973,mondkuchen,mondkuchen,False,Neu
2974,money,money,False,Neu
2975,mood,moodboard,False,Neu
2976,moral,Moral,False,Neu
2977,moralischen,moral,False,Neu
2978,mossie,Mossie,False,Neu
2979,movin,movin,False,Neu
2980,ms,ms,False,Neu
2981,musical,musical,False,Neu
2982,musikalische,musikalische,False,Neu
2983,mächtigste,most powerful;,False,Neu
2984,männern,mÃ¤nnern,False,Neu
2985,möglicherweise,possibly,False,Neu
2986,müde,mÃ¼de,False,Neu
2987,mühsam,laborious,False,Neu
2988,nachfolger,Successors,False,Neu
2989,nachmittag,Afternoon,False,Neu
2990,nachricht,Message,False,Neu
2991,nahe,nahe,False,Neu
2992,nahrung,food,False,Neu
2993,natur,natur,False,Neu
2994,neffen,neffen,False,Neu
2995,nennen,Call:,False,Neu
2996,nervös,nervous,False,Neu
2997,netter,netter,False,Neu
2998,niedliches,cute,False,Neu
2999,niedriger,Low,False,Neu
3000,nine,nine,False,Neu
3001,nintendo,Nintendo,False,Neu
3002,niveau,level,False,Neu
3003,nizza,Nizza,False,Neu
3004,nochmals,once again,False,Neu
3005,noise,noise,False,Neu
3006,nominiert,Nominated,False,Neu
3007,none,none,False,Neu
3008,normalerweise,normally,False,Neu
3009,notwendig,necessary,False,Neu
3010,nr,N,False,Neu
3011,nsync,nsync,False,Neu
3012,nummer,number,False,Neu
3013,nummern,Numbers,False,Neu
3014,nützliche,Useful,False,Neu
3015,ohm,ohm,False,Neu
3016,okay,okay,True,Pos
3017,operation,Operation,False,Neu
3018,optionen,optionen,False,Neu
3019,orchester,orchester,False,Neu
3020,ordnung,regulations,False,Neu
3021,organisiert,organized:,False,Neu
3022,originalen,originalen,False,Neu
3023,originelle,original,False,Neu
3024,outstanding,outstanding,True,Pos
3025,pacino,pacino,False,Neu
3026,pan,pan,False,Neu
3027,partyscheibe,party disk,False,Neu
3028,passieren,happen,False,Neu
3029,pasta,pasta,False,Neu
3030,pate,Pate,False,Neu
3031,patricia,patricia,False,Neu
3032,pc,PC,False,Neu
3033,pedale,pedale,False,Neu
3034,perspektive,Perspective,False,Neu
3035,persönliche,Personal,False,Neu
3036,persönlicher,Personal,False,Neu
3037,pfannen,pfannen,False,Neu
3038,pfeil,Arrow,False,Neu
3039,pflegen,Nurturing,False,Neu
3040,phantom,phantom,False,Neu
3041,phil,phil,False,Neu
3042,philip,philip,False,Neu
3043,phrasen,phrases,False,Neu
3044,pigs,Pigs,False,Neu
3045,pitt,pitt,False,Neu
3046,pizelle,pizelle,False,Neu
3047,place,place,False,Neu
3048,planen,plans,False,Neu
3049,planeten,planets,False,Neu
3050,plot,Plot,False,Neu
3051,plum,plum,False,Neu
3052,pod,pod,False,Neu
3053,poesie,poesia,False,Neu
3054,popmusik,popmusik,False,Neu
3055,populär,Popular,False,Neu
3056,portabel,portable,False,Neu
3057,positiv,Positive,False,Neu
3058,power,power,False,Neu
3059,ppv,ppv,False,Neu
3060,praktische,- practical arrangements,False,Neu
3061,preisbereich,price range,False,Neu
3062,preiswerte,inexpensive,False,Neu
3063,preiswerten,inexpensive,False,Neu
3064,pressen,Press,False,Neu
3065,problemen,Problems,False,Neu
3066,produzieren,Production,False,Neu
3067,profile,Profiles,False,Neu
3068,profitieren,Benefit,False,Neu
3069,programme,Programmes,False,Neu
3070,promise,promise,True,Pos
3071,prompt,prompt,False,Neu
3072,präformance,prÃ¤formance,False,Neu
3073,pullman,pullman,False,Neu
3074,punktzahl,point number,False,Neu
3075,pure,Pure,False,Neu
3076,quilter,quilter,False,Neu
3077,quot.-,Quot,False,Neu
3078,quoten,Quotes,False,Neu
3079,rachel,rachel,False,Neu
3080,racing,racing,False,Neu
3081,radiosender,radiosender,False,Neu
3082,rahmen,Frame,False,Neu
3083,rain,rain,False,Neu
3084,rapper,rapper,False,Neu
3085,rassismus,racism,False,Neu
3086,raus,raus,False,Neu
3087,razor,razor,False,Neu
3088,reacher,reacher,False,Neu
3089,reader,Reader,False,Neu
3090,realistisch,realistic,False,Neu
3091,rechts,right,False,Neu
3092,recommend,recommend,True,Pos
3093,record,record,False,Neu
3094,redner,speakers,False,Neu
3095,regelmäßig,regularly,False,Neu
3096,region,region,False,Neu
3097,reifere,more mature,False,Neu
3098,reihen,Series,False,Neu
3099,reime,rhyme,False,Neu
3100,reis,reis,False,Neu
3101,reiskocher,reiskocher,False,Neu
3102,reißen,reiÃen,False,Neu
3103,rejar,rejar,False,Neu
3104,rekord,Record,False,Neu
3105,rennen,Running,False,Neu
3106,resource,resource,False,Neu
3107,reviewer,reviewer,False,Neu
3108,rezept,recipe,False,Neu
3109,rhino,rhino,False,Neu
3110,ria,ria,False,Neu
3111,rich,rich,True,Pos
3112,richtige,correct,False,Neu
3113,riesen,riesen,False,Neu
3114,riesig,Huge,False,Neu
3115,rindfleisch,beef,False,Neu
3116,rio,rio,False,Neu
3117,rippen,Rib,False,Neu
3118,roald,roald,False,Neu
3119,robert,robert,False,Neu
3120,robin,robin,False,Neu
3121,robustes,Robust,False,Neu
3122,rod,rod,False,Neu
3123,romantische,Romantic,False,Neu
3124,rose,rose,False,Neu
3125,rote,Red,False,Neu
3126,rules,rules,False,Neu
3127,runde,Round,False,Neu
3128,runner,runner,False,Neu
3129,rutschen,slip,False,Neu
3130,ryan,ryan,False,Neu
3131,räder,wheels,False,Neu
3132,rückblick,history,False,Neu
3133,rücksitz,backseat,False,Neu
3134,s.,see,False,Neu
3135,sachar,sachar,False,Neu
3136,sagten,said,False,Neu
3137,sahale,sahale,False,Neu
3138,sailor,sailor,False,Neu
3139,saisons,saisons,False,Neu
3140,sam,sam,False,Neu
3141,sammler,collector,False,Neu
3142,sandra,sandra,False,Neu
3143,sanft,Gently,False,Neu
3144,santa,santa,False,Neu
3145,sarah,sarah,False,Neu
3146,savage,savage,True,Neg
3147,savannah,savannah,False,Neu
3148,saw,saw,False,Neu
3149,scanpan,Scanpan,False,Neu
3150,schaffen,- create,False,Neu
3151,schatz,schatz,False,Neu
3152,schauspielerei,acting,False,Neu
3153,schiff,Ships of the Netherlands,False,Neu
3154,schlaf,sleep,False,Neu
3155,schlauch,hose,False,Neu
3156,schmerz,pain,False,Neu
3157,schmutzig,dirty,False,Neu
3158,schnappen,schnappen,False,Neu
3159,schnellen,Rapid,False,Neu
3160,schrank,cabinet,False,Neu
3161,schreibe,Writing,False,Neu
3162,schreibweise,notation,False,Neu
3163,schrotflinte,schrotflinte,False,Neu
3164,schrullig,quirky,False,Neu
3165,schublade,drawer,False,Neu
3166,schuh,shoe,False,Neu
3167,schwanger,pregnant,False,Neu
3168,schwierigkeiten,difficulties,False,Neu
3169,science,science,False,Neu
3170,science-fiction,science fiction,False,Neu
3171,script,script,False,Neu
3172,sean,sean,False,Neu
3173,sechs,6,False,Neu
3174,sechste,Sixth,False,Neu
3175,second,second,False,Neu
3176,seen,Lakes,False,Neu
3177,sehenswert,- worth seeing,False,Neu
3178,sehnsüchtig,longing,False,Neu
3179,seines,of,False,Neu
3180,seitenwender,Page turner,False,Neu
3181,seltene,Rare,False,Neu
3182,seltsam,Strange,False,Neu
3183,sense,sense,False,Neu
3184,sensibilität,Sensitivity,False,Neu
3185,sequel,sequel,False,Neu
3186,serien,serien,False,Neu
3187,setzt,setzt,False,Neu
3188,sex,sex,False,Neu
3189,shadow,shadow,False,Neu
3190,shave,shave,False,Neu
3191,she,she,False,Neu
3192,shell,shell,False,Neu
3193,sherlock,sherlock,False,Neu
3194,shooter,shooter,False,Neu
3195,short,short,False,Neu
3196,shorts,shorts,False,Neu
3197,sichern,Secure,False,Neu
3198,sieben,Seven,False,Neu
3199,siegel,seal,False,Neu
3200,silverstein,silverstein,False,Neu
3201,simon,simon,False,Neu
3202,simpsons,simpsons,False,Neu
3203,singin,singin,False,Neu
3204,sinnvoll,makes sense,False,Neu
3205,sitcom,sitcom,False,Neu
3206,sitze,sitze,False,Neu
3207,sixth,sixth,False,Neu
3208,skeptisch,skeptical,False,Neu
3209,slickers,slickers,False,Neu
3210,smile,smile,True,Pos
3211,snack,snack,False,Neu
3212,sneakers,sneakers,False,Neu
3213,snl,snl,False,Neu
3214,software,software,False,Neu
3215,solange,as long as,False,Neu
3216,soldaten,Soldiers,False,Neu
3217,solid,solid,True,Pos
3218,solo,solo,False,Neu
3219,someone,someone,False,Neu
3220,sonny,sonny,False,Neu
3221,sorgt,sorgt,False,Neu
3222,soul,soul,False,Neu
3223,spannendes,spannendes,False,Neu
3224,sparer,Sparer,False,Neu
3225,sparta,sparta,False,Neu
3226,speaker,speaker,False,Neu
3227,speakers,speakers,False,Neu
3228,spears,spears,False,Neu
3229,speicherkarte,Memory card,False,Neu
3230,speicherlösung,Storage solution,False,Neu
3231,speicherplatz,speicherplatz,False,Neu
3232,speisen,speisen,False,Neu
3233,spektakulär,spektakulÃ¤r,False,Neu
3234,spezial,special,False,Neu
3235,spezialeffekte,Specific effects,False,Neu
3236,spezialeffekten,special effects,False,Neu
3237,speziell,specifically:,False,Neu
3238,speziellen,Specific,False,Neu
3239,spice,spice,False,Neu
3240,spielraum,playroom,False,Neu
3241,spiels,spiels,False,Neu
3242,spitze,spitze,False,Neu
3243,sports,sports,False,Neu
3244,sprung,jump,False,Neu
3245,später,later,False,Neu
3246,sr,sr,False,Neu
3247,stabile,Stable,False,Neu
3248,stadt,city,False,Neu
3249,standard,Standard,False,Neu
3250,starker,starker,False,Neu
3251,start,start,False,Neu
3252,station,station,False,Neu
3253,stattdessen,instead,False,Neu
3254,staub,staub,False,Neu
3255,stehen,where we stand,False,Neu
3256,stephanie,stephanie,False,Neu
3257,sternen,sternen,False,Neu
3258,stiefel,boots,False,Neu
3259,stiftung,Foundation,False,Neu
3260,stimmt,is right,False,Neu
3261,stimmungen,moods,False,Neu
3262,stop,stop,True,Neg
3263,storm,storm,False,Neu
3264,straße,straÃe,False,Neu
3265,strecke,line,False,Neu
3266,stronger,stronger,True,Pos
3267,studios,studios,False,Neu
3268,stärke,starch,False,Neu
3269,stärken,strengthen,False,Neu
3270,substitutionen,Substitutes,False,Neu
3271,subtil,Subtle,False,Neu
3272,subtile,Subtle,False,Neu
3273,such,such as:,False,Neu
3274,suchst,suchst,False,Neu
3275,sucht,sucht,False,Neu
3276,sunrise,sunrise,False,Neu
3277,superman,superman,False,Neu
3278,sure,sure,True,Pos
3279,suspense,suspense,False,Neu
3280,swan,swan,False,Neu
3281,söhne,Sons of God,False,Neu
3282,süße,Sweetness,False,Neu
3283,süßigkeit,Sweetness,False,Neu
3284,tagebuch,diary,False,Neu
3285,takes,takes,False,Neu
3286,talentiertesten,Most talented,False,Neu
3287,tanzbar,danceable,False,Neu
3288,tarantino,tarantino,False,Neu
3289,taschen,Pockets,False,Neu
3290,tasse,cup,False,Neu
3291,taste,taste,False,Neu
3292,tauchmesser,Diving knife,False,Neu
3293,technische,technical,False,Neu
3294,techno,techno,False,Neu
3295,teen,Teen,False,Neu
3296,teich,teich,False,Neu
3297,tempo,tempo,False,Neu
3298,texten,Text,False,Neu
3299,than,than,False,Neu
3300,there,there,False,Neu
3301,these,thesis,False,Neu
3302,they,they,False,Neu
3303,thier,thier,False,Neu
3304,think,think,False,Neu
3305,thought,thought,False,Neu
3306,thoughtful,thoughtful,True,Pos
3307,thrills,thrills,True,Pos
3308,tidy,tidy,False,Neu
3309,tiefe,Deep,False,Neu
3310,tieren,animals,False,Neu
3311,tiger,tiger,False,Neu
3312,tim,tim,False,Neu
3313,timer,timer,False,Neu
3314,tisch,table,False,Neu
3315,titelspur,Titelspur,False,Neu
3316,tja,tja,False,Neu
3317,tom,tom,False,Neu
3318,ton,ton,False,Neu
3319,tot,tot,False,Neu
3320,tour,Tour,False,Neu
3321,toxic,toxic,False,Neu
3322,tradition,tradition,False,Neu
3323,traditionelle,traditional products,False,Neu
3324,trance,trance,False,Neu
3325,transaction,transaction,False,Neu
3326,transfer,transfer,False,Neu
3327,transformer,transformer,False,Neu
3328,traurig,Sad,False,Neu
3329,tricks,Tricks,True,Neg
3330,trike,trike,False,Neu
3331,trio,Trio,False,Neu
3332,trotz,despite,False,Neu
3333,truly,truly,True,Pos
3334,träumen,Dreaming,False,Neu
3335,tue,tue,False,Neu
3336,tunes,tunes,False,Neu
3337,tv-serie,tv-serie,False,Neu
3338,tweezers,tweezers,False,Neu
3339,typ,Type,False,Neu
3340,täglichen,Daily,False,Neu
3341,u-bahn,Subway,False,Neu
3342,u-boot,Submarine,False,Neu
3343,ulysses,ulysses,False,Neu
3344,umfassend,Total,False,Neu
3345,umfasst,includes,False,Neu
3346,umgebungen,Environments,False,Neu
3347,unabhängig,independent,False,Neu
3348,unfruchtbarkeit,Infertility,False,Neu
3349,ungewöhnlich,unusual,False,Neu
3350,unglaublicher,incredible,False,Neu
3351,unheimliche,uncanny,False,Neu
3352,unique,unique,False,Neu
3353,unmöglich,Impossible,False,Neu
3354,unrealistisch,unrealistic,False,Neu
3355,untergrundstücke,Underground plots,False,Neu
3356,untertitel,Subtitles,False,Neu
3357,unterwegs,unterwegs,False,Neu
3358,ursprünglich,originally,False,Neu
3359,ursprüngliche,Original,False,Neu
3360,valeo,valeo,False,Neu
3361,van,1617 van,False,Neu
3362,vegas,Vegas,False,Neu
3363,verbessern,Improving:,False,Neu
3364,verbesserungen,Improvements,False,Neu
3365,verbracht,- spent,False,Neu
3366,verfügbar,available,False,Neu
3367,vergangenheit,past history,False,Neu
3368,vergebung,vergebung,False,Neu
3369,verkauft,sold,False,Neu
3370,verlegt,Published,False,Neu
3371,verlieren,verlieren,False,Neu
3372,verliert,Losing,False,Neu
3373,verloren,Lost,False,Neu
3374,vermutlich,probably,False,Neu
3375,verpasst,verpasst,False,Neu
3376,verrückt,Crazy,False,Neu
3377,verschifft,disembarked,False,Neu
3378,verschwenden,wasting,False,Neu
3379,versionen,Versions,False,Neu
3380,verstellbar,adjustable,False,Neu
3381,verständnis,understanding,False,Neu
3382,vertraue,trust,False,Neu
3383,verwandt,related,False,Neu
3384,verwöhnen,Pampering,False,Neu
3385,verzaubern,Enchanting,False,Neu
3386,verzaubert,Enchanted,False,Neu
3387,veröffentlichung,Publication,False,Neu
3388,victor,victor,False,Neu
3389,videoqualität,video quality,False,Neu
3390,vielerlei,many things,False,Neu
3391,vielzahl,plural,False,Neu
3392,vinyl,Vinyl,False,Neu
3393,vision,vision,True,Pos
3394,visuals,visuals,False,Neu
3395,vitamin,vitamin,True,Pos
3396,voice,Voice,False,Neu
3397,vollbildschirm,full-screen,False,Neu
3398,vollen,Full,False,Neu
3399,volume,volume,False,Neu
3400,vor-zehn,vor-zehn,False,Neu
3401,vorteil,advantage,False,Neu
3402,völlig,- totally,False,Neu
3403,wachsen,Grow,False,Neu
3404,wachsenden,Growing,False,Neu
3405,wallace,wallace,False,Neu
3406,walt,walt,False,Neu
3407,walzen,Rolling,False,Neu
3408,wann,When,False,Neu
3409,warren,warren,False,Neu
3410,watch,watch,False,Neu
3411,we,we,False,Neu
3412,wechselwirkungen,interactions,False,Neu
3413,weh,weh,False,Neu
3414,weihnachtsgeschenke,Christmas gifts,False,Neu
3415,weinen,Crying,False,Neu
3416,weisen,weisen,False,Neu
3417,weiteren,Other,False,Neu
3418,weißer,weiÃer,False,Neu
3419,weltkriegs,world war,False,Neu
3420,wendung,Turn,False,Neu
3421,werk,werk,False,Neu
3422,wertvolles,valuable,False,Neu
3423,what,what,False,Neu
3424,when,when,False,Neu
3425,white,White,False,Neu
3426,whole,whole,False,Neu
3427,wichtig,Important,False,Neu
3428,widerstehen,Resistance,False,Neu
3429,wilco,wilco,True,Pos
3430,wild,wild,False,Neu
3431,wilden,wilden,False,Neu
3432,willis,willis,False,Neu
3433,willy,willy,False,Neu
3434,wilton,wilton,False,Neu
3435,windows,windows,False,Neu
3436,wing,Winwing,False,Neu
3437,wireless,wireless,False,Neu
3438,wirklichkeit,Reality,False,Neu
3439,wirksam,effective,False,Neu
3440,wirkung,effect,False,Neu
3441,witzigen,witzigen,False,Neu
3442,witziger,witziger,False,Neu
3443,wollten,wanted,False,Neu
3444,work,work,False,Neu
3445,wundersame,wundersame,False,Neu
3446,ww2,ww2,False,Neu
3447,wären,would have been,False,Neu
3448,würdiger,Recognising:,False,Neu
3449,ya,ya,False,Neu
3450,yeah,yeah,True,Pos
3451,yeller,yeller,False,Neu
3452,yo,yo,False,Neu
3453,yourself,yourself,False,Neu
3454,zahlen,zahlen,False,Neu
3455,zauberhaft,magical,False,Neu
3456,zeichenketten,strings,False,Neu
3457,zeitpunkt,time point,False,Neu
3458,zeitschrift,British magazines,False,Neu
3459,ziehe,drag,False,Neu
3460,zitat,citat,False,Neu
3461,zombie,zombie,False,Neu
3462,zoom,zoom,False,Neu
3463,zugängliche,accessible,False,Neu
3464,zuhörer,Listeners,False,Neu
3465,zukünftigen,Future,False,Neu
3466,zulu,zulu,False,Neu
3467,zusammengefasst,summarised,False,Neu
3468,zusammenstellungen,compilations,False,Neu
3469,zusammenzusetzen,- to meet,False,Neu
3470,zusätzlichen,additional,False,Neu
3471,zutaten,ingredients,False,Neu
3472,zutiefst,Deep,False,Neu
3473,zuverlässig,Reliable,False,Neu
3474,zuvor,Before,False,Neu
3475,zweck,purpose,False,Neu
3476,zweifel,doubt,False,Neu
3477,zählen,counting,False,Neu
3478,zähler,Counter,False,Neu
3479,zähne,teeth,False,Neu
3480,~,~,False,Neu
3481,ähnlich,Similar,False,Neu
3482,älteren,elder,False,Neu
3483,üben,Ã¼ben,False,Neu
3484,überall,everywhere,False,Neu
3485,überblick,overview,False,Neu
3486,überlegen,Ã¼berlegen,False,Neu
3487,überlegener,Ã¼berlegener,False,Neu
3488,überraschenden,surprising,False,Neu
3489,überraschenderweise,"surprisingly,",False,Neu
3490,übertragen,Transferred,False,Neu
3491,übrigen,Other,False,Neu
3492,---,---,False,Neu
3493,-cds,-cds,False,Neu
3494,-filme,-films,False,Neu
3495,.----,.----,False,Neu
3496,.10,.10,False,Neu
3497,.<unk,<unk,False,Neu
3498,.@@,.,False,Neu
3499,.d.h,.d.h,False,Neu
3500,.die,.die,True,Neg
3501,.ein,.a,False,Neu
3502,.es,.es,False,Neu
3503,05,05,False,Neu
3504,1000,1000,False,Neu
3505,100ste,100th,False,Neu
3506,101,101,False,Neu
3507,1011,1011,False,Neu
3508,109,109,False,Neu
3509,10ps,10ps,False,Neu
3510,1111,1111,False,Neu
3511,11jährigen,11year olds,False,Neu
3512,120,120,False,Neu
3513,14,14,False,Neu
3514,150,150,False,Neu
3515,15a,15a,False,Neu
3516,18-jähriger,18-year-old,False,Neu
3517,1800,1800,False,Neu
3518,1891,1891,False,Neu
3519,1917,1917,False,Neu
3520,192,192,False,Neu
3521,1930er,1930s,False,Neu
3522,1939,1939,False,Neu
3523,1951,1951,False,Neu
3524,1957,1957,False,Neu
3525,1960er,1960s,False,Neu
3526,1965,1965,False,Neu
3527,1971,1971,False,Neu
3528,1974,1974,False,Neu
3529,1978,1978,False,Neu
3530,1979,1979,False,Neu
3531,1993,1993,False,Neu
3532,1996,1996,False,Neu
3533,1997,1997,False,Neu
3534,1s,1s,False,Neu
3535,20-dollar-hit,20-dollar hit,False,Neu
3536,200,200,False,Neu
3537,2007,2007,False,Neu
3538,2008,2008,False,Neu
3539,2011,2011,False,Neu
3540,22,22,False,Neu
3541,24-pack-fall,24-pack,False,Neu
3542,26x1,26x1,False,Neu
3543,28,28,False,Neu
3544,280,280,False,Neu
3545,2gb-version,2gb version,False,Neu
3546,2it,2it,False,Neu
3547,2nd,2nd,False,Neu
3548,2pac,2pac,False,Neu
3549,2x,2x,False,Neu
3550,30d,30d,False,Neu
3551,32,32,False,Neu
3552,35-jähriger,35 years old,False,Neu
3553,36,36,False,Neu
3554,375,375,False,Neu
3555,3rd,3rd,False,Neu
3556,3yr,3yr,False,Neu
3557,40-tage-herausforderung,40-day challenge,False,Neu
3558,4000,4000,False,Neu
3559,40er,40s,False,Neu
3560,42,AD 42,False,Neu
3561,4yr,4yr,False,Neu
3562,500,500,False,Neu
3563,51,51,False,Neu
3564,510,510,False,Neu
3565,512,512,False,Neu
3566,57a,57a,False,Neu
3567,5monatsmaltesisch,5monatsmaltesisch,False,Neu
3568,7-,7-,False,Neu
3569,70ern,70s,False,Neu
3570,70s,70s,False,Neu
3571,71,AD 71,False,Neu
3572,711ac,711ac,False,Neu
3573,75,AD 75,False,Neu
3574,7hi,7hi,False,Neu
3575,89,89,False,Neu
3576,8mounths,8mounths,False,Neu
3577,90grad,90grad,False,Neu
3578,97,AD 97,False,Neu
3579,98,AD 98,False,Neu
3580,@,@,False,Neu
3581,`,',False,Neu
3582,a.,a.,False,Neu
3583,a1,a1,False,Neu
3584,a2,a2,False,Neu
3585,aaa,aaa,False,Neu
3586,abba-album,abba album,False,Neu
3587,abbildung,Figure,False,Neu
3588,abbildungen,Figures,False,Neu
3589,abbrechen,abbrechen,False,Neu
3590,abby,abby,False,Neu
3591,abend,abend,False,Neu
3592,abendessen,Dinner,False,Neu
3593,abenteuer-erlebnis,adventure,False,Neu
