,english_tokens,is_polarize,polarity
1258,stronger,True,Pos
1259,students,False,Neu
1260,subject,False,Neu
1261,supporting,True,Pos
1262,tale,False,Neu
1263,tender,False,Neu
1264,total,False,Neu
1265,travel,False,Neu
1266,trying,False,Neu
1267,turn,False,Neu
1268,twist,False,Neu
1269,upbeat,False,Neu
1270,upon,False,Neu
1271,visual,False,Neu
1272,wallet,False,Neu
1273,ways,False,Neu
1274,wedding,False,Neu
1275,weight,False,Neu
1276,west,False,Neu
1277,williams,False,Neu
1278,wisdom,True,Pos
1279,worthy,True,Pos
1280,writes,False,Neu
1281,zombie,False,Neu
1282,.....,False,Neu
1283,......,False,Neu
1284,100,False,Neu
1285,80,False,Neu
1286,90,False,Neu
1287,`,False,Neu
1288,abs,False,Neu
1289,actor,False,Neu
1290,adam,False,Neu
1291,addictive,False,Neu
1292,adds,False,Neu
1293,adjustable,False,Neu
1294,adult,False,Neu
1295,adults,False,Neu
1296,adventurous,True,Pos
1297,alone,True,Neg
1298,aloud,False,Neu
1299,animal,False,Neu
1300,anywhere,False,Neu
1301,asimov,False,Neu
1302,attention,False,Neu
1303,awards,True,Pos
1304,awhile,False,Neu
1305,balance,False,Neu
1306,balanced,False,Neu
1307,ball,False,Neu
1308,basic,False,Neu
1309,battery,False,Neu
1310,beginner,False,Neu
1311,benefit,True,Pos
1312,biography,False,Neu
1313,blade,False,Neu
1314,bluegrass,False,Neu
1315,blues,False,Neu
1316,boot,False,Neu
1317,boyfriend,False,Neu
1318,break,False,Neu
1319,brilliance,True,Pos
1320,british,False,Neu
1321,brother,False,Neu
1322,bruce,False,Neu
1323,brush,False,Neu
1324,button,False,Neu
1325,cable,False,Neu
1326,calm,True,Pos
1327,cards,False,Neu
1328,carry,False,Neu
1329,castle,False,Neu
1330,chair,False,Neu
1331,charge,False,Neu
1332,cheers,True,Pos
1333,cherished,True,Pos
1334,chocolate,False,Neu
1335,chorus,False,Neu
1336,clarity,True,Pos
1337,classes,False,Neu
1338,cleaning,False,Neu
1339,closing,False,Neu
1340,colorful,False,Neu
1341,comparing,False,Neu
1342,compilations,False,Neu
1343,connect,False,Neu
1344,conversation,False,Neu
1345,cookbook,False,Neu
1346,cooking,False,Neu
1347,cotton,False,Neu
1348,courage,True,Pos
1349,crafted,False,Neu
1350,crystal,False,Neu
1351,culligan,False,Neu
1352,dancing,False,Neu
1353,daughters,False,Neu
1354,david,False,Neu
1355,de,False,Neu
1356,delighted,True,Pos
1357,description,False,Neu
1358,deserves,False,Neu
1359,despite,False,Neu
1360,difficult,True,Neg
1361,digital,False,Neu
1362,discs,False,Neu
1363,dishes,False,Neu
1364,display,False,Neu
1365,documentary,False,Neu
1366,download,False,Neu
1367,earlier,False,Neu
1368,ears,False,Neu
1369,earth,False,Neu
1370,efficient,True,Pos
1371,elegant,True,Pos
1372,ella,False,Neu
1373,em,False,Neu
1374,enjoyment,True,Pos
1375,entertained,True,Pos
1376,entire,False,Neu
1377,everytime,False,Neu
1378,ex,False,Neu
1379,excellence,True,Pos
1380,exceptionally,False,Neu
1381,expect,False,Neu
1382,f,False,Neu
1383,fair,True,Pos
1384,fanatic,False,Neu
1385,fantasia,False,Neu
1386,father,False,Neu
1387,feature,False,Neu
1388,figure,False,Neu
1389,filters,False,Neu
1390,fish,False,Neu
1391,flexible,True,Pos
1392,floor,False,Neu
1393,fly,False,Neu
1394,force,False,Neu
1395,forget,True,Neg
1396,form,False,Neu
1397,format,False,Neu
1398,forms,False,Neu
1399,forward,False,Neu
1400,fred,False,Neu
1401,garbage,False,Neu
1402,ge,False,Neu
1403,general,False,Neu
1404,generation,False,Neu
1405,genius,False,Neu
1406,glorious,True,Pos
1407,gold,False,Neu
1408,golden,False,Neu
1409,grace,True,Pos
1410,granddaughter,False,Neu
1411,grant,True,Pos
1412,green,False,Neu
1413,grow,False,Neu
1414,guess,False,Neu
1415,hail,True,Pos
1416,harmonies,True,Pos
1417,hate,True,Neg
1418,hdmi,False,Neu
1419,health,False,Neu
1420,heartfelt,True,Pos
1421,held,False,Neu
1422,heroes,True,Pos
1423,heroine,True,Pos
1424,hidden,False,Neu
1425,hoped,True,Pos
1426,horse,False,Neu
1427,hot,False,Neu
1428,hour,False,Neu
1429,human,False,Neu
1430,ice,False,Neu
1431,ii,False,Neu
1432,impressive,True,Pos
1433,improved,True,Pos
1434,included,False,Neu
1435,including,False,Neu
1436,indie,False,Neu
1437,inspires,True,Pos
1438,instructions,False,Neu
1439,introduction,False,Neu
1440,issues,False,Neu
1441,jason,False,Neu
1442,jill,False,Neu
1443,join,True,Pos
1444,journey,False,Neu
1445,kevin,False,Neu
1446,lady,False,Neu
1447,lake,False,Neu
1448,laptop,False,Neu
1449,latin,False,Neu
1450,laughing,True,Pos
1451,laughter,True,Pos
1452,learns,False,Neu
1453,leave,True,Neg
1454,letters,False,Neu
1455,loads,False,Neu
1456,magical,False,Neu
1457,manner,False,Neu
1458,master,False,Neu
1459,match,False,Neu
1460,math,False,Neu
1461,max,False,Neu
1462,memories,False,Neu
1463,michelle,False,Neu
1464,mini,False,Neu
1465,minute,False,Neu
1466,moment,False,Neu
1467,moral,False,Neu
1468,mount,False,Neu
1469,multiple,False,Neu
1470,named,False,Neu
1471,nature,False,Neu
1472,noise,False,Neu
1473,none,False,Neu
1474,nonetheless,False,Neu
1475,number,True,Pos
1476,numbers,False,Neu
1477,olds,False,Neu
1478,opening,False,Neu
1479,orchestra,False,Neu
1480,outdoor,False,Neu
1481,overview,False,Neu
1482,packaging,False,Neu
1483,pad,False,Neu
1484,paper,False,Neu
1485,parenting,False,Neu
1486,particularly,False,Neu
1487,passion,True,Pos
1488,past,False,Neu
1489,patterns,False,Neu
1490,pepper,False,Neu
1491,perhaps,False,Neu
1492,piano,False,Neu
1493,pillow,False,Neu
1494,players,False,Neu
1495,pot,False,Neu
1496,pre,False,Neu
1497,prefer,False,Neu
1498,print,False,Neu
1499,pro,False,Neu
1500,problem,True,Neg
1501,process,False,Neu
1502,prompt,False,Neu
1503,provides,False,Neu
1504,purchasing,False,Neu
1505,purpose,False,Neu
1506,queen,False,Neu
1507,rare,False,Neu
1508,rating,False,Neu
1509,reacher,False,Neu
1510,readable,False,Neu
1511,reasonable,False,Neu
1512,reception,False,Neu
1513,recomend,False,Neu
1514,regret,True,Neg
1515,relax,True,Pos
1516,relaxation,True,Pos
1517,relief,True,Pos
1518,reminds,False,Neu
1519,respects,True,Pos
1520,river,False,Neu
1521,road,False,Neu
1522,roles,False,Neu
1523,rules,False,Neu
1524,run,False,Neu
1525,sad,True,Neg
1526,satisfying,True,Pos
1527,sb,False,Neu
1528,scope,False,Neu
1529,score,False,Neu
1530,seasons,False,Neu
1531,secure,True,Pos
1532,seemed,False,Neu
1533,selling,False,Neu
1534,sex,False,Neu
1535,sharp,False,Neu
1536,shopping,False,Neu
1537,shot,False,Neu
1538,sings,False,Neu
1539,sixth,False,Neu
1540,slow,False,Neu
1541,smart,True,Pos
1542,socks,False,Neu
1543,sometimes,False,Neu
1544,sour,False,Neu
1545,source,False,Neu
1546,speaker,False,Neu
1547,sport,False,Neu
1548,stanley,False,Neu
1549,starting,False,Neu
1550,stay,False,Neu
1551,sub,False,Neu
1552,sung,False,Neu
1553,sync,False,Neu
1554,table,False,Neu
1555,taste,False,Neu
1556,tasting,False,Neu
1557,teach,False,Neu
1558,techno,False,Neu
1559,telling,False,Neu
1560,test,False,Neu
1561,theme,False,Neu
1562,themes,False,Neu
1563,thick,False,Neu
1564,thoughtful,True,Pos
1565,tight,False,Neu
1566,tommy,False,Neu
1567,toothbrush,False,Neu
1568,topics,False,Neu
1569,touch,False,Neu
1570,traditional,False,Neu
1571,transfer,False,Neu
1572,treasure,True,Pos
1573,trilogy,False,Neu
1574,twice,False,Neu
1575,twists,False,Neu
1576,vhs,False,Neu
1577,videos,False,Neu
1578,view,False,Neu
1579,viewing,False,Neu
1580,vinyl,False,Neu
1581,volume,False,Neu
1582,wanting,False,Neu
1583,wealth,True,Pos
1584,weights,False,Neu
1585,whatever,False,Neu
1586,wheel,False,Neu
1587,wide,False,Neu
1588,wild,False,Neu
1589,winner,True,Pos
1590,wireless,False,Neu
1591,worried,True,Neg
1592,yr,False,Neu
1593,%,False,Neu
1594,00,False,Neu
1595,1994,False,Neu
1596,2001,False,Neu
1597,2002,False,Neu
1598,2005,False,Neu
1599,25,False,Neu
1600,5ive,False,Neu
1601,600,False,Neu
1602,650,False,Neu
1603,78,False,Neu
1604,:-),True,Pos
1605,;),True,Pos
1606,=),True,Pos
1607,absolutley,False,Neu
1608,acid,False,Neu
1609,actress,False,Neu
1610,acts,False,Neu
1611,adding,False,Neu
1612,adore,True,Pos
1613,affordable,False,Neu
1614,agatha,False,Neu
1615,al,False,Neu
1616,alive,True,Pos
1617,allen,False,Neu
1618,ancient,False,Neu
1619,anise,False,Neu
1620,ankle,False,Neu
1621,anna,False,Neu
1622,anne,False,Neu
1623,anthony,False,Neu
1624,anytime,False,Neu
1625,area,False,Neu
1626,artwork,False,Neu
1627,aspect,False,Neu
1628,assemble,False,Neu
1629,autobiography,False,Neu
1630,award,True,Pos
1631,ballad,False,Neu
1632,bars,False,Neu
1633,based,False,Neu
1634,bathroom,False,Neu
1635,batteries,False,Neu
1636,beatles,False,Neu
1637,become,False,Neu
1638,believable,False,Neu
1639,beloved,True,Pos
1640,berry,False,Neu
1641,besides,False,Neu
1642,beyond,False,Neu
1643,birth,False,Neu
1644,blades,False,Neu
1645,blessing,True,Pos
1646,blockbuster,True,Pos
1647,blow,False,Neu
1648,bluetooth,False,Neu
1649,board,False,Neu
1650,boots,False,Neu
1651,boring,True,Neg
1652,bowl,False,Neu
1653,breath,False,Neu
1654,breathtaking,True,Pos
1655,bride,False,Neu
1656,bridesmaids,False,Neu
1657,brothers,False,Neu
1658,bucket,False,Neu
1659,bulky,False,Neu
1660,candy,False,Neu
1661,canon,False,Neu
1662,careful,True,Pos
1663,carrier,False,Neu
1664,century,False,Neu
1665,certain,True,Pos
1666,charging,False,Neu
1667,charlie,False,Neu
1668,cheesecake,False,Neu
1669,choose,False,Neu
1670,chosen,False,Neu
1671,cinderella,False,Neu
1672,cinematography,False,Neu
1673,clever,True,Pos
1674,closer,False,Neu
1675,collector,False,Neu
1676,combination,False,Neu
1677,combo,False,Neu
1678,comedian,True,Pos
1679,comedic,True,Pos
1680,compass,False,Neu
1681,compassion,True,Pos
1682,complex,False,Neu
1683,compliment,True,Pos
1684,computer,False,Neu
1685,conditions,False,Neu
1686,consider,False,Neu
1687,considered,False,Neu
1688,contains,False,Neu
1689,contemporary,False,Neu
1690,control,False,Neu
1691,controls,False,Neu
1692,conversations,False,Neu
1693,cord,False,Neu
1694,corner,False,Neu
1695,corny,False,Neu
1696,costumes,False,Neu
1697,count,False,Neu
1698,coworker,False,Neu
1699,crazy,True,Neg
1700,creamy,False,Neu
1701,crib,False,Neu
1702,crichton,False,Neu
1703,crisp,False,Neu
1704,cross,False,Neu
1705,cry,True,Neg
1706,culture,False,Neu
1707,current,False,Neu
1708,cut,True,Neg
1709,cycle,False,Neu
1710,dad,False,Neu
1711,dahl,False,Neu
1712,dan,False,Neu
1713,dawn,False,Neu
1714,debbie,False,Neu
1715,decent,False,Neu
1716,deck,False,Neu
1717,delicate,True,Pos
1718,demille,False,Neu
1719,describe,False,Neu
1720,describes,False,Neu
1721,descriptions,False,Neu
1722,designs,False,Neu
1723,detective,False,Neu
1724,device,False,Neu
1725,dies,False,Neu
1726,dip,False,Neu
1727,director,False,Neu
1728,disk,False,Neu
1729,dolls,False,Neu
1730,double,False,Neu
1731,doubt,True,Neg
1732,downloaded,False,Neu
1733,drawer,False,Neu
1734,dressing,False,Neu
1735,driven,False,Neu
1736,drum,False,Neu
1737,dry,False,Neu
1738,duvet,False,Neu
1739,dynamic,True,Pos
1740,ed,False,Neu
1741,edge,False,Neu
1742,effect,False,Neu
1743,effectively,True,Pos
1744,electric,False,Neu
1745,electronic,False,Neu
1746,elvis,False,Neu
1747,emotion,False,Neu
1748,enchanting,False,Neu
1749,ended,False,Neu
1750,energetic,True,Pos
1751,episode,False,Neu
1752,era,False,Neu
1753,eric,False,Neu
1754,escape,True,Pos
1755,exact,False,Neu
1756,excellently,True,Pos
1757,expensive,False,Neu
1758,exploration,True,Pos
1759,ez,True,Pos
1760,fall,False,Neu
1761,falls,False,Neu
1762,familiar,False,Neu
1763,families,False,Neu
1764,featured,False,Neu
1765,feeder,False,Neu
1766,feet,False,Neu
1767,fetched,False,Neu
1768,filler,False,Neu
1769,flat,False,Neu
1770,flexibility,True,Pos
1771,floors,False,Neu
1772,flow,False,Neu
1773,flows,False,Neu
1774,focus,False,Neu
1775,football,False,Neu
1776,four,False,Neu
1777,fox,False,Neu
1778,frame,False,Neu
1779,fully,False,Neu
1780,gain,True,Pos
1781,garage,False,Neu
1782,gb,False,Neu
1783,gems,False,Neu
1784,gene,False,Neu
1785,generations,False,Neu
1786,godfather,False,Neu
1787,gon,False,Neu
1788,gone,False,Neu
1789,gospel,False,Neu
1790,gps,False,Neu
1791,grandchildren,False,Neu
1792,grateful,True,Pos
1793,grew,False,Neu
1794,grinding,False,Neu
1795,groups,False,Neu
1796,guarantee,True,Pos
1797,gym,False,Neu
1798,haired,False,Neu
1799,handel,False,Neu
1800,handle,False,Neu
1801,handles,False,Neu
1802,hank,False,Neu
1803,happiness,True,Pos
1804,harmony,True,Pos
1805,healthy,True,Pos
1806,hearing,False,Neu
1807,heavenly,True,Pos
1808,hey,False,Neu
1809,himself,False,Neu
1810,hopefully,True,Pos
1811,hoping,True,Pos
1812,hopkins,False,Neu
1813,hose,False,Neu
1814,houses,False,Neu
1815,hugo,False,Neu
1816,hurt,True,Neg
1817,ideal,True,Pos
1818,idol,False,Neu
1819,impress,True,Pos
1820,includes,False,Neu
1821,indoor,False,Neu
1822,inspire,True,Pos
1823,instrumentals,False,Neu
1824,intro,False,Neu
1825,investment,False,Neu
1826,ipod,False,Neu
1827,island,False,Neu
1828,isn,False,Neu
1829,issue,False,Neu
1830,jackson,False,Neu
1831,jayhawks,False,Neu
1832,jolie,False,Neu
1833,josh,False,Neu
1834,jr,False,Neu
1835,kate,False,Neu
1836,keeper,False,Neu
1837,keeping,False,Neu
1838,kettle,False,Neu
1839,keys,False,Neu
1840,kisses,True,Pos
1841,knives,False,Neu
1842,korn,False,Neu
1843,l,False,Neu
1844,laid,False,Neu
1845,landscape,False,Neu
1846,lasted,False,Neu
1847,lasting,False,Neu
1848,lcd,False,Neu
1849,lead,False,Neu
1850,learned,False,Neu
1851,lid,False,Neu
1852,lids,False,Neu
1853,lights,False,Neu
1854,linda,False,Neu
1855,linux,False,Neu
1856,literature,False,Neu
1857,lively,True,Pos
1858,lock,False,Neu
1859,lost,True,Neg
1860,louis,False,Neu
1861,luckily,True,Pos
1862,lyra,False,Neu
1863,magnificent,True,Pos
1864,main,False,Neu
1865,male,False,Neu
1866,manga,False,Neu
1867,marriage,False,Neu
1868,marshal,False,Neu
1869,marvin,False,Neu
1870,mat,False,Neu
1871,matches,False,Neu
1872,means,False,Neu
1873,meat,False,Neu
1874,medicine,False,Neu
1875,meet,False,Neu
1876,meeting,False,Neu
1877,mill,False,Neu
1878,minds,False,Neu
1879,mixed,False,Neu
1880,mixes,False,Neu
1881,mode,False,Neu
1882,models,False,Neu
1883,mp3,False,Neu
1884,musically,False,Neu
1885,mysteries,False,Neu
1886,na,False,Neu
1887,names,False,Neu
1888,nearly,False,Neu
1889,necessary,False,Neu
1890,notch,False,Neu
1891,nursing,False,Neu
1892,oldies,False,Neu
1893,onto,False,Neu
1894,options,False,Neu
1895,originally,False,Neu
1896,oscar,False,Neu
1897,outside,False,Neu
1898,p,False,Neu
1899,paced,False,Neu
1900,pain,True,Neg
1901,pair,False,Neu
1902,particular,False,Neu
1903,passionate,True,Pos
1904,patty,False,Neu
1905,pc,False,Neu
1906,penny,False,Neu
1907,performed,False,Neu
1908,perfume,False,Neu
1909,personality,False,Neu
1910,persons,False,Neu
1911,photography,False,Neu
1912,phrasing,False,Neu
1913,plain,False,Neu
1914,plan,False,Neu
1915,planet,False,Neu
1916,pleasing,True,Pos
1917,plenty,False,Neu
1918,plots,False,Neu
1919,poetry,False,Neu
1920,post,False,Neu
1921,praise,True,Pos
1922,pray,True,Pos
1923,pressure,True,Neg
1924,pretend,True,Neg
1925,prices,False,Neu
1926,pricing,False,Neu
1927,problems,True,Neg
1928,produce,False,Neu
1929,project,False,Neu
1930,promptly,False,Neu
1931,protein,False,Neu
1932,proved,False,Neu
1933,published,False,Neu
1934,purple,False,Neu
1935,push,False,Neu
1936,puts,False,Neu
1937,putting,False,Neu
1938,quotes,False,Neu
1939,races,False,Neu
1940,radiohead,False,Neu
1941,rapping,False,Neu
1942,rated,False,Neu
1943,raymond,False,Neu
1944,reality,False,Neu
1945,reasonably,False,Neu
1946,reasons,False,Neu
1947,recent,False,Neu
1948,recipe,False,Neu
1949,recorded,False,Neu
1950,records,False,Neu
1951,regardless,False,Neu
1952,reggae,False,Neu
1953,releases,False,Neu
1954,remains,False,Neu
1955,remakes,False,Neu
1956,reminder,False,Neu
1957,replace,False,Neu
1958,resources,False,Neu
1959,retro,False,Neu
1960,rhymes,False,Neu
1961,richly,True,Pos
1962,roald,False,Neu
1963,rockin,False,Neu
1964,roll,False,Neu
1965,rose,False,Neu
1966,round,False,Neu
1967,ruby,False,Neu
1968,runner,False,Neu
1969,runs,False,Neu
1970,safe,True,Pos
1971,safety,True,Pos
1972,sandisk,False,Neu
1973,sandler,False,Neu
1974,saves,False,Neu
1975,scale,False,Neu
1976,scenery,False,Neu
1977,scott,False,Neu
1978,script,False,Neu
1979,sd,False,Neu
1980,search,False,Neu
1981,seat,False,Neu
1982,self,False,Neu
1983,sell,False,Neu
1984,sensitive,False,Neu
1985,sequel,False,Neu
1986,seven,False,Neu
1987,shared,True,Pos
1988,sheer,False,Neu
1989,shipped,False,Neu
1990,shooting,False,Neu
1991,showing,False,Neu
1992,sick,True,Neg
1993,silent,False,Neu
1994,similar,False,Neu
1995,singles,False,Neu
1996,six,False,Neu
1997,sky,False,Neu
1998,slayer,False,Neu
1999,slipknot,False,Neu
2000,smackdown,False,Neu
2001,snacks,False,Neu
2002,solo,False,Neu
2003,sons,False,Neu
2004,sony,False,Neu
2005,sooo,False,Neu
2006,sooooo,False,Neu
2007,spectacular,False,Neu
2008,spyro,False,Neu
2009,stable,True,Pos
2010,standard,False,Neu
2011,stands,False,Neu
2012,starts,False,Neu
2013,station,False,Neu
2014,stays,False,Neu
2015,steam,False,Neu
2016,steel,False,Neu
2017,steve,False,Neu
2018,sticks,False,Neu
2019,stores,False,Neu
2020,strap,False,Neu
2021,strings,False,Neu
2022,student,False,Neu
2023,studio,False,Neu
2024,submarine,False,Neu
2025,substantial,True,Pos
2026,sugar,False,Neu
2027,sun,False,Neu
2028,surprises,True,Pos
2029,surprising,True,Pos
2030,syrup,False,Neu
2031,talk,False,Neu
2032,tarot,False,Neu
2033,tasty,False,Neu
2034,teaching,False,Neu
2035,tear,False,Neu
2036,teenagers,False,Neu
2037,teens,False,Neu
2038,tells,False,Neu
2039,thesaurus,False,Neu
2040,thier,False,Neu
2041,thinks,False,Neu
2042,thomas,False,Neu
2043,thrills,True,Pos
2044,thus,False,Neu
2045,timely,False,Neu
2046,tiny,False,Neu
2047,tires,False,Neu
2048,toddler,False,Neu
2049,told,False,Neu
2050,tone,False,Neu
2051,topic,False,Neu
2052,tote,False,Neu
2053,touched,False,Neu
2054,tough,True,Neg
2055,toxic,False,Neu
2056,trading,False,Neu
2057,training,False,Neu
2058,transaction,False,Neu
2059,translation,False,Neu
2060,treasured,True,Pos
2061,treats,False,Neu
2062,tree,False,Neu
2063,trips,False,Neu
2064,turner,False,Neu
2065,unusual,False,Neu
2066,usa,False,Neu
2067,user,False,Neu
2068,utility,False,Neu
2069,valuable,True,Pos
2070,van,False,Neu
2071,various,False,Neu
2072,versions,False,Neu
2073,vintage,False,Neu
2074,visit,False,Neu
2075,w,False,Neu
2076,walk,False,Neu
2077,washes,False,Neu
2078,washing,False,Neu
2079,web,False,Neu
2080,welcome,True,Pos
2081,whimsical,True,Pos
2082,wilco,True,Pos
2083,windows,False,Neu
2084,witch,True,Neg
2085,wo,False,Neu
2086,worlds,False,Neu
2087,wp,True,Pos
2088,wrapped,False,Neu
2089,ww2,False,Neu
2090,wwii,False,Neu
2091,xp,True,Pos
2092,yay,True,Pos
2093,.-,False,Neu
2094,13th,False,Neu
2095,16,False,Neu
2096,17,False,Neu
2097,18,False,Neu
2098,18th,False,Neu
2099,1998,False,Neu
2100,2000,False,Neu
2101,2006,False,Neu
2102,23,False,Neu
2103,360,False,Neu
2104,39,False,Neu
2105,3rd,False,Neu
2106,400,False,Neu
2107,45,False,Neu
2108,98,False,Neu
2109,99,False,Neu
2110,aaron,False,Neu
2111,absence,False,Neu
2112,accept,True,Pos
2113,accessible,False,Neu
2114,accuracy,False,Neu
2115,activity,False,Neu
2116,actual,False,Neu
2117,adjust,False,Neu
2118,admire,True,Pos
2119,ads,False,Neu
2120,advanced,True,Pos
2121,affirmations,False,Neu
2122,afternoon,False,Neu
2123,aged,False,Neu
2124,ahead,False,Neu
2125,aid,False,Neu
2126,alan,False,Neu
2127,ali,False,Neu
2128,alice,False,Neu
2129,allman,False,Neu
2130,allows,False,Neu
2131,alright,True,Pos
2132,alternate,False,Neu
2133,alum,False,Neu
2134,amber,False,Neu
2135,america,False,Neu
2136,amy,False,Neu
2137,android,False,Neu
2138,angled,False,Neu
2139,animated,False,Neu
2140,animes,False,Neu
2141,ankles,False,Neu
2142,annie,False,Neu
2143,anthems,False,Neu
2144,anybody,False,Neu
2145,anyways,False,Neu
2146,ap,False,Neu
2147,approach,False,Neu
2148,arm,False,Neu
2149,arms,False,Neu
2150,arnold,False,Neu
2151,arthritis,False,Neu
2152,arthur,False,Neu
2153,artistic,False,Neu
2154,assembly,False,Neu
2155,astaire,False,Neu
2156,astounding,True,Pos
2157,ate,False,Neu
2158,atmosphere,False,Neu
2159,audience,False,Neu
2160,audiences,False,Neu
2161,audrey,False,Neu
2162,austin,False,Neu
2163,average,False,Neu
2164,avery,False,Neu
2165,aware,False,Neu
2166,awsome,False,Neu
2167,babysitters,False,Neu
2168,backseat,False,Neu
2169,bags,False,Neu
2170,bah,False,Neu
2171,ballet,False,Neu
2172,bang,False,Neu
2173,barbie,False,Neu
2174,bare,False,Neu
2175,baseball,False,Neu
2176,basis,False,Neu
2177,basket,False,Neu
2178,basketball,False,Neu
2179,bassinet,False,Neu
2180,bbq,False,Neu
2181,beans,False,Neu
2182,bear,False,Neu
2183,beck,False,Neu
2184,bedding,False,Neu
2185,beef,False,Neu
2186,begin,False,Neu
2187,begining,False,Neu
2188,beginners,False,Neu
2189,ben,False,Neu
2190,benefits,True,Pos
2191,beware,False,Neu
2192,biblical,False,Neu
2193,bibs,False,Neu
2194,biggest,False,Neu
2195,billy,False,Neu
2196,binder,False,Neu
2197,bits,False,Neu
2198,block,True,Neg
2199,blondie,False,Neu
2200,bloopers,False,Neu
2201,bluff,False,Neu
2202,boats,False,Neu
2203,bob,False,Neu
2204,bobbie,False,Neu
2205,bobby,False,Neu
2206,body,False,Neu
2207,boo,False,Neu
2208,booklet,False,Neu
2209,boom,False,Neu
2210,bottles,False,Neu
2211,bottom,False,Neu
2212,boxes,False,Neu
2213,brad,False,Neu
2214,brain,False,Neu
2215,brandy,False,Neu
2216,breastfeeding,False,Neu
2217,breathe,False,Neu
2218,broke,True,Neg
2219,brought,False,Neu
2220,brushed,False,Neu
2221,brushes,False,Neu
2222,buck,False,Neu
2223,buddy,False,Neu
2224,buff,False,Neu
2225,bug,False,Neu
2226,building,False,Neu
2227,bunch,False,Neu
2228,bunny,False,Neu
2229,burn,False,Neu
2230,burning,False,Neu
2231,burnout,False,Neu
2232,burns,False,Neu
2233,business,False,Neu
2234,buttons,False,Neu
2235,ca,False,Neu
2236,calming,True,Pos
2237,cameras,False,Neu
2238,camp,False,Neu
2239,campbell,False,Neu
2240,camping,False,Neu
2241,capable,True,Pos
2242,capo,False,Neu
2243,captivating,False,Neu
2244,capture,False,Neu
2245,capturing,False,Neu
2246,career,False,Neu
2247,cares,True,Pos
2248,carey,False,Neu
2249,carrie,False,Neu
2250,cartoons,False,Neu
2251,cary,False,Neu
2252,catch,False,Neu
2253,cdrs,False,Neu
2254,ce,False,Neu
2255,challenging,True,Pos
2256,channel,False,Neu
2257,chaplin,False,Neu
2258,chapters,False,Neu
2259,charmed,True,Pos
2260,checking,False,Neu
2261,cheese,False,Neu
2262,chemistry,False,Neu
2263,cher,False,Neu
2264,chess,False,Neu
2265,chicken,False,Neu
2266,chill,False,Neu
2267,china,False,Neu
2268,chopping,False,Neu
2269,chose,False,Neu
2270,chris,False,Neu
2271,christ,False,Neu
2272,christie,False,Neu
2273,christine,False,Neu
2274,cinematic,False,Neu
2275,circles,False,Neu
2276,circuit,False,Neu
2277,clarke,False,Neu
2278,classy,True,Pos
2279,claw,False,Neu
2280,cleaner,True,Pos
2281,clooney,False,Neu
2282,closet,False,Neu
2283,clothes,False,Neu
2284,cloths,False,Neu
2285,clubbing,False,Neu
2286,coaching,False,Neu
2287,cold,False,Neu
2288,collect,False,Neu
2289,collins,False,Neu
2290,combined,False,Neu
2291,comment,False,Neu
2292,common,False,Neu
2293,communication,False,Neu
2294,compatible,False,Neu
2295,compelling,True,Pos
2296,complexity,False,Neu
2297,complicated,False,Neu
2298,compositions,False,Neu
2299,concept,False,Neu
2300,concise,False,Neu
2301,conditioner,False,Neu
2302,confidence,True,Pos
2303,confident,True,Pos
2304,continue,False,Neu
2305,continues,False,Neu
2306,convenient,False,Neu
2307,convert,False,Neu
2308,convey,False,Neu
2309,convincing,True,Pos
2310,cooker,False,Neu
2311,coordination,False,Neu
2312,cop,False,Neu
2313,copies,False,Neu
2314,core,False,Neu
2315,corelle,False,Neu
2316,corey,False,Neu
2317,coverage,False,Neu
2318,cozy,False,Neu
2319,crayons,False,Neu
2320,creates,True,Pos
2321,creating,True,Pos
2322,creativity,True,Pos
2323,crest,False,Neu
2324,croft,False,Neu
2325,crunch,False,Neu
2326,cycling,False,Neu
2327,da,False,Neu
2328,daft,False,Neu
2329,danceable,False,Neu
2330,dancer,False,Neu
2331,daniel,False,Neu
2332,darius,False,Neu
2333,darryl,False,Neu
2334,dated,False,Neu
2335,dead,True,Neg
2336,dear,True,Pos
2337,deaver,False,Neu
2338,december,False,Neu
2339,decided,False,Neu
2340,decoration,False,Neu
2341,deeper,False,Neu
2342,deeply,False,Neu
2343,definatly,False,Neu
2344,delay,True,Neg
2345,dense,False,Neu
2346,depth,False,Neu
2347,describing,False,Neu
2348,desert,False,Neu
2349,deserving,False,Neu
2350,desire,True,Pos
2351,detailed,False,Neu
2352,devdas,False,Neu
2353,developed,False,Neu
2354,devoted,True,Pos
2355,diaries,False,Neu
2356,diary,False,Neu
2357,die,True,Neg
2358,diehard,False,Neu
2359,dinner,False,Neu
2360,dinnerware,False,Neu
2361,dinosaurs,False,Neu
2362,directed,False,Neu
2363,disapointed,False,Neu
2364,discipline,False,Neu
2365,disco,False,Neu
2366,discovered,False,Neu
2367,discussion,False,Neu
2368,disks,False,Neu
2369,dive,False,Neu
2370,diverse,False,Neu
2371,divine,True,Pos
2372,doctor,False,Neu
2373,donovan,False,Neu
2374,dramatic,False,Neu
2375,dreamlike,False,Neu
2376,drexler,False,Neu
2377,drink,False,Neu
2378,drinks,False,Neu
2379,drive,False,Neu
2380,driver,False,Neu
2381,drumming,False,Neu
2382,drums,False,Neu
2383,dub,False,Neu
2384,duet,False,Neu
2385,dumas,False,Neu
